trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.3325383789944587}",25,20,9.448683047597488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.3315422587848797}",20,11,-3.386607369640755,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.3305491224578677}",25,8,9.220338183081013,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,0,-22.748010738674065,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
371,False,"{'a': 0.5, 'e': 0.3285717657253846}",30,2,-12.376163839814687,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.3275875275236895}",20,7,-41.66604605827763,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.3266062376119534}",25,2,-7.035879431780868,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.32562788715856034}",20,0,-58.30793588933673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.32465246735834974}",20,0,-10.089178821987868,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.3236799694325367}",25,0,-71.24757067044195,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.3227103846286335}",25,0,-147.6489444655497,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 4}",1
378,False,"{'a': 0.5, 'e': 0.32174370422037013}",20,3,-38.1605637378591,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.3207799195076166}",25,0,-30.370867242028794,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.31981902181630384}",35,0,-5.36887463463843,"{0: 31, 1: 0, 2: 3, 3: 1, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.3188610024983463}",20,0,-55.223774953294026,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.3179058529315635}",20,6,17.38704377557958,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.31695356451960294}",25,1,-17.5603481091619,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
384,False,"{'a': 0.5, 'e': 0.31600412869186245}",20,13,12.431997784778137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.3150575369034133}",25,20,10.631992659814014,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.31411378063492296}",25,7,-31.151807134900725,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
387,False,"{'a': 0.5, 'e': 0.3131728513925785}",25,7,-6.529008813718864,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.31223474070801055}",25,0,28.27035177444338,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.3112994401382165}",20,13,-41.580594190277786,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
390,False,"{'a': 0.5, 'e': 0.31036694126548503}",25,0,-20.405441316877926,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
391,False,"{'a': 0.5, 'e': 0.30943723569731985}",20,16,5.645041718879392,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.3085103150663647}",25,0,1.8855353154883314,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.3075861710303276}",20,8,20.725888273116947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.306664795271906}",30,10,2.1315591123739246,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.30574617949871175}",20,2,-50.39144124866825,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.30483031544319683}",25,13,-52.60177392329862,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
397,False,"{'a': 0.5, 'e': 0.3039171948625785}",20,0,-6.753419585941456,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.3030068095387654}",20,12,-0.7797962009563133,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.3020991512782834}",20,8,9.567604955404784,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,0,15.090447661494318,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.30029198329606105}",25,9,0.5604921675099845,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.2993924573097967}",25,5,7.330779829670487,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.2984956258576689}",20,6,-42.67678328379233,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
404,False,"{'a': 0.5, 'e': 0.29760148086818883}",25,7,-51.99052232171428,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.29671001429404525}",20,12,-7.741477023704439,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.2958212181120332}",25,5,12.71707789625066,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.2949350843229809}",25,7,-89.79875387135053,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
408,False,"{'a': 0.5, 'e': 0.29405160495167837}",35,26,-20.666200332497638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.5, 'e': 0.2931707720468052}",20,2,-2.702296247887751,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.2922925776808594}",30,3,-24.149483626053048,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.2914170139500857}",25,19,10.849569680566168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.2905440729744046}",20,0,-33.880924278224974,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.2896737468973414}",25,15,7.0252440131493055,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.28880602788595566}",25,0,-6.381715912943115,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.2879409081307702}",30,8,-81.04867326853123,"{0: 16, 1: 1, 2: 2, 3: 2, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.28707837984570167}",30,0,-6.139010835447216,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
417,False,"{'a': 0.5, 'e': 0.28621843526798946}",25,0,1.9058626829060124,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.28536106665812666}",20,5,-0.18590371292139096,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.2845062662997899}",35,2,-71.36233713802137,"{0: 26, 1: 3, 2: 2, 3: 0, 4: 2}",1
420,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,0,18.718476850983798,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.2828043395879039}",20,5,-41.630987643594,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.28195719791700274}",20,12,-9.63642857535623,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.281112593862786}",25,10,-26.34788259336242,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.5, 'e': 0.28027051982381157}",20,13,3.4809688168797774,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.2794309682214073}",25,0,23.964551322761938,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.27859393149960326}",25,17,17.06478924637814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.2777594021250632}",25,0,-24.737674368533558,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.2769273725870171}",20,0,15.172250700286966,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.2760978353971936}",20,0,22.635442824035707,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,9,6.378475304098462,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.27444620822121696}",20,5,19.757313232827652,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.27362410337040804}",25,17,17.92183421029245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.2728044611383765}",20,5,-40.93941998679926,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.2719872741483365}",25,1,10.861079951480413,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.2711725350455999}",20,16,7.277591563891647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.270360236497509}",20,0,29.90098946636642,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.2695503711933716}",25,13,-4.700098869560726,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.26874293184439435}",30,9,-88.51896660780002,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 2}",1
439,False,"{'a': 0.5, 'e': 0.26793791118361776}",25,16,1.8647047992903296,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.26713530196585034}",20,7,-46.23989456200851,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
441,False,"{'a': 0.5, 'e': 0.2663350969676039}",20,15,6.364328336934458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.2655372889870278}",20,16,8.600529361186414,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.26474187084384504}",20,0,-30.959577264957826,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.2639488353792868}",20,13,5.531885531289707,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.2631581754560287}",25,8,-17.56704933145146,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.262369883958126}",20,3,-5.0528505310790806,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.26158395379094995}",20,7,-1.8843117943943026,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.26080037788112365}",25,3,0.31352992442781913,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.26001914917645874}",20,1,24.505399336454968,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,3,28.56604631492624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.25846370527942}",25,8,-8.355618734799624,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.25768947608804055}",20,0,6.770281591194623,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.25691756610368544}",25,8,18.217008384427523,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.2561479683791593}",25,19,7.593651936089942,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.2553806759880777}",20,3,16.26587685764505,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.2546156820248037}",20,10,-8.030687980111491,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.2538529796043867}",20,0,-49.22580807634382,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.25309256186249957}",20,13,14.655443134382276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.25233442195537764}",20,10,-38.595840885842286,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
460,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,11,11.501238130020113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.2508249483728111}",25,5,-28.785684214601094,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
462,False,"{'a': 0.5, 'e': 0.2500736011120941}",25,17,15.87881469556733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.2493245045154751}",20,12,15.464575115641392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.24857765184107966}",30,10,9.17735810009016,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.24783303636722875}",25,4,-22.214315631172045,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
466,False,"{'a': 0.5, 'e': 0.24709065139237796}",25,2,11.840115391360214,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.24635049023505762}",20,0,27.628675204142606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.5, 'e': 0.2456125462338122}",25,15,20.90415623395744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.24487681274714082}",25,0,-24.422401309733964,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.2441432831534371}",35,26,-31.262080643921685,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
471,False,"{'a': 0.5, 'e': 0.24341195085092968}",25,0,-85.55717228126497,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
472,False,"{'a': 0.5, 'e': 0.24268280925762298}",25,4,37.826738158149524,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.24195585181123766}",25,17,3.657028533149835,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.24123107196915192}",20,13,14.68181514967303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.24050846320834213}",30,1,16.344478135735386,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.2397880190253247}",30,0,-36.894685037979116,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
477,False,"{'a': 0.5, 'e': 0.23906973293609704}",25,18,11.5788966767171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.23835359847607956}",20,9,-58.20855827753138,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
479,False,"{'a': 0.5, 'e': 0.2376396092000572}",20,16,9.351340459993796,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.23692775868212176}",20,3,-20.918916382603836,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.23621804051561368}",25,8,15.723309181187297,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.23551044831306475}",25,17,17.563537370936796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.2348049757061403}",20,6,22.505487238364275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.2341016163455822}",25,0,5.485754415010276,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.23340036390115132}",30,0,16.272059939808436,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.23270121206157107}",30,19,9.938908083270416,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.23200415453447004}",20,3,31.555005726528705,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.23130918504632592}",20,12,15.822982673956272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.2306162973424085}",20,9,-43.809739681877765,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,16,6.6422678327387334,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.22923674236195785}",30,8,-1.0025630216824428,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.2285500626694205}",20,0,17.384242200926444,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.22786543992898983}",35,25,4.574276144342426,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.22718286797905665}",25,3,32.61504397392881,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.22650234067646874}",20,11,18.96895456711023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.22582385189647586}",25,3,21.241413714802736,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.22514739553267432}",25,16,14.700132221964937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.22447296549695234}",25,0,-16.656325036130852,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
499,False,"{'a': 0.5, 'e': 0.223800555719435}",20,0,-25.95913718750166,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,10,18.470601730942377,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.22246177275037207}",20,9,-3.4094897670785507,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.22179538750977074}",20,7,-64.61401069823012,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
503,False,"{'a': 0.5, 'e': 0.22113099842915407}",35,0,23.19476652342797,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.22046859952901593}",20,0,15.73160252187909,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
505,False,"{'a': 0.5, 'e': 0.21980818484776168}",20,10,15.067767921802087,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.2191497484416548}",30,21,17.32829477980357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.21849328438476312}",30,0,-55.283157225030244,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.21783878676890578}",20,5,-0.2316298556158496,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.21718624970359973}",20,3,-2.509051656361933,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,7,5.3291752055026915,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.2158870337508818}",20,1,22.756573141266728,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.21524034317051757}",25,17,7.91458050647927,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.21459558975469478}",25,13,4.259379719068965,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.21395276770062824}",30,22,13.17977442279288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.21331187122291523}",20,0,-31.36071241079657,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.21267289455348304}",30,14,-9.301483980117947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.5, 'e': 0.2120358319415374}",25,0,-8.777921041428037,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.21140067765351048}",20,14,11.073791316894848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.2107674259730094}",35,21,22.807873344247927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,0,22.275197197324815,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.20950660765457932}",20,0,-8.081357378683773,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
522,False,"{'a': 0.5, 'e': 0.20887902966927693}",20,9,14.350635270135314,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.20825333159665155}",30,10,28.136495466620914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.2076295078054162}",35,23,22.84803649313329,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.20700755268115265}",25,16,-13.110049587991147,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.20638746062626045}",20,7,20.87991881709371,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.20576922605990708}",20,8,-4.946699708633208,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.20515284341797715}",25,17,-30.089025444725372,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.2045383071530228}",25,0,13.829749332446703,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,13,-21.10519109419584,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.20331475164728618}",25,13,19.07576657541954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.2027057213944961}",30,8,33.22498766395478,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.2020985154945669}",25,0,21.35403691583383,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.20149312848264125}",35,1,3.6015744391270204,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.20088955491023208}",20,14,-3.162849199304425,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.20028778934517305}",25,5,14.815844383457105,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.19968782637157012}",25,20,7.811169329253277,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.1990896605897524}",20,0,1.8240464549689537,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.19849328661622387}",25,0,12.903916112615798,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.19789869908361465}",30,12,-46.054539551172134,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.19730589264063308}",30,21,4.131285515518906,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.19671486195201704}",20,0,-29.68810173037606,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.19612560169848642}",25,13,17.634521119578398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.1955381065766949}",20,0,-14.604174384734353,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.1949523712991825}",30,15,29.325450705548498,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.19436839059432767}",25,17,13.798877776163968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.1937861592063002}",20,6,-32.732942899433944,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
548,False,"{'a': 0.5, 'e': 0.19320567189501364}",20,7,17.641793243564422,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.19262692343607832}",25,14,14.201863242010521,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.19204990862075408}",20,14,-0.39107898543921804,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
